,word,0: Economic,1: Capacity and Resources,2: Morality,3: Fairness and Equality,"4: Legality, Constitutionality, Jurisdiction",5: Policy Prescription and Evaluation,6: Crime and Punishment,7: Security and Defense,8: Health and Safety,9: Quality of Life,10: Cultural Identity,11: Public Sentiment,12: Political,13: External Regulation and Reputation,14: Other
0,immigration,0.08340183960425158,0.05425811928064111,0.09673015941412973,0.030852728665907724,-0.0031287261866068225,0.09629857279505936,0.008389167831616055,-0.14405085723675143,-0.257440385711616,-0.20648369899635718,0.007922822370662816,0.02344941181297266,0.11889255150759864,-0.15820457406519423,-0.10271033054605112
1,said,-0.064713857350745,-0.021796742586082586,-0.06783511555349164,-0.08384121130453329,-0.022301237333811775,-0.11695620311912745,0.04371086552146334,0.03802510673049605,0.09273180458683776,-0.012096393413534495,-0.19360308974055326,0.05381856953020903,0.03546807163346773,0.19417156316945539,-0.170310884042332
2,immigrant,0.08056116456264047,-0.18395949103034567,0.14206928726967744,-0.019864992920507557,-0.15184565668375674,-0.03184676568022525,-0.0010160496393157195,-0.2380552597534106,0.15741301052091744,-0.03802570211837633,0.18920379671912954,0.016611861002834648,-0.09168667247607282,-0.5603103880523794,-0.03378639394102792
3,state,0.15537825806508107,0.17651885753432592,-0.4033504407825203,-0.17620740861701953,0.08741219947886922,0.09141047672940548,-0.12299622595849112,-0.11064241920832027,0.02763308898527407,-0.05275383854840551,0.0469359537707232,-0.1946718770448665,-0.016308592204684235,0.20984415082502098,0.032180018914080954
4,illegal,0.03645732025050758,-0.12737030338951513,-0.629338889629813,0.027245258271923232,0.11181896635430055,0.12310596554771461,0.12531438298735076,0.16571222823716572,-0.11859560477821572,-0.19937546160638817,-0.29584181154647626,0.2795014306209084,0.14427461227274532,0.16384420179446857,-0.1056863948179232
5,would,0.021724709895119664,0.015509431975747046,0.14772213379618684,-0.025280553328467577,0.01880980654968604,0.25203596415787666,-0.2058152406130968,0.02403633750097748,-0.09700777357126095,0.08530816936792676,-0.20427558942951662,-0.11756005155463947,-0.017921793122174574,0.2631272929809888,0.3300166973699711
6,year,0.13943433665439597,0.329230668155984,-0.3498359438104302,0.013666565765918978,-0.11857707197433452,0.08234089995107413,0.11298702873338015,-0.37247163049207643,-0.10111483068786879,0.11603953601130769,-0.013501955943846015,-0.08075929225506305,-0.15786175248343168,-0.0775911379884775,-0.9565951828413362
7,u,0.0037207790919937577,-0.11474037340480604,0.028747715060978334,0.024030156188010878,0.03374151853976977,0.03195490020493075,-0.015047872884976094,0.2049951693405595,-0.011641692414888506,0.029895641461028664,-0.008358102314646712,-0.009186647820537831,-0.3261868648759584,0.3687107447454762,0.46104696986091587
8,new,0.07133325293318919,-0.1539326428005794,0.007706444627167037,0.09453400244479133,-0.004232773339330705,0.13512349622596218,-0.26131005783893757,0.05208299096617438,-0.33123941933145984,0.022888639992306767,0.1638384882779873,0.035635661828063256,-0.20027866960097213,0.10695971360411206,0.11001082166337166
9,law,-0.20665823014603524,-0.2524350471125375,0.2534805408348833,0.16394258938426068,0.2435563811460093,0.14783393903177222,-0.12780751270163176,-0.043554763725489096,-0.19801831635737588,-0.045731900097271926,-0.2890763011912077,0.017039943380432958,-0.02220245634359101,-0.26769860769337456,-0.6485318266481697
10,united,-0.18025276875762572,-0.40408900800323916,0.35497154704695466,0.1910751356800333,-0.012684741703897435,0.09202549155541198,0.0263303999191467,0.2263144422573771,0.17458542569977129,0.03851103219508839,-0.07082509410802479,-0.08465933869028441,-0.4940490972717205,0.23986820219261698,-0.18407344981922916
