word,Economic,Capacity and Resources,Morality,Fairness and Equality,"Legality, Constitutionality, Jurisdiction",Policy Prescription and Evaluation,Crime and Punishment,Security and Defense,Health and Safety,Quality of Life,Cultural Identity,Public Sentiment,Political,External Regulation and Reputation,Other
immigration,0.03031238151433971,0.040346841397626176,0.1294055583134122,0.07800812032991643,0.04848433967805457,0.07862419281719261,-0.02851317829789632,-0.005422740046259579,-0.21316202271132764,-0.20600947282686927,-0.15071933960895997,0.05852572465787072,0.07952995243182347,0.0025006202272086,0.05808902212386812
said,-0.09869873391049792,0.009117254762380855,-0.032414790883825956,-0.12144147154726896,-0.03833834286599768,-0.06983108059785245,0.15447976974502536,0.03718223036260954,0.0770148420186306,0.07833170565912573,-0.12568266044309057,0.019126886994310442,-0.0449041319004906,0.07968637230793105,0.07637215029901061
immigrants,0.023126543364486066,-0.12339114793810674,0.11695343063600816,0.07384496073309,-0.15707681225193817,-0.015376077242572034,-0.14730013010136292,-0.01425574491693207,-0.013231343125301083,0.04634136520772153,0.23561363960085543,0.16518668853165258,0.0513347758629513,-0.23041825634180904,-0.011351892018743063
illegal,0.08083806570631659,-0.0873024277221108,-0.20040849467901917,-0.04940195365578739,0.1404767596778078,0.09514860593139894,0.24109935406578234,0.11679802750992493,-0.12561046654964353,-0.18912754252047861,-0.2295236581413054,0.15643974694633517,0.1083750325181486,-0.03457873148427045,-0.023222317603099316
would,0.020463116911488645,0.04919175769804498,-0.051002318679925766,0.06272849778810373,-0.050900942993752044,0.18544896844918013,-0.08052446012891737,-0.054143506050249014,-0.05172523874549946,0.0421591688696985,-0.12725378478028537,-0.13705617944568346,0.01798133496157253,0.15148222292021865,0.02315136322600545
states,0.01800970869876223,0.03973695270809314,-0.018839948089299754,-0.04079742343385027,0.01790530000207398,-0.006583187751720411,-0.002998501403580148,0.037713457371561905,0.1922127597104315,-0.06268512147654738,0.03137628368891862,-0.19978642793039847,-0.2184117207888963,0.2022951514759155,0.010852717218536242
us,-0.03385164026856701,-0.04676256419659518,0.11386159762163717,0.029427314671995247,0.1103865632160446,-0.0684487735189833,-0.06852061011791476,0.14780795348323314,-0.019833980404819276,0.0397480198938624,-0.10243275639627784,-0.033382513746646525,-0.29003253525884665,0.13315973886791693,0.08887418615396057
new,0.03284338613098605,-0.028448475794259666,0.04214165797457202,0.008573348121933257,-0.001548040134306963,-0.005025129732430896,-0.1772874661392925,-0.024035732111147894,-0.06144019212352956,0.08764177927966701,0.2251869655619022,0.1567183541473679,-0.20376550134227245,-0.05350294876035467,0.0019479949211662674
united,-0.05271096678495583,-0.14782393648728492,0.04375317266910235,0.026814139355671902,-0.047969517127,-0.0033815663638770187,0.008548415917429305,0.05060385396675741,0.07777371233116771,0.06165657469253522,-0.03019492670622859,-0.09219707676453898,-0.21521861719200958,0.3230586554295734,-0.0027119169363424866
people,-0.22614564438136658,0.02743246261238216,0.26277443085743163,0.07415132821539257,-0.21529452412893654,0.07920121266866732,0.07312303390374222,-0.022294540284184806,0.09696530751639751,-0.08098529484535798,0.10390600544924362,0.13283365863964397,-0.12764784248929803,-0.10598145606102836,-0.07203813767272861
federal,0.13494922982763255,-0.003472916250996427,-0.06626955564764925,-0.038290932402159916,0.2797725290400192,0.021030378786158783,0.3167396904631883,-0.01976112690927155,0.10786612674767757,-0.10652839368831094,-0.29091234300736213,-0.10543847038251582,-0.051674848080597365,-0.20026409311652485,0.02225472462071116
one,0.041740955103742525,0.13839881411483,0.06680852809235542,-0.06415857205568903,-0.06777542257809761,0.0016870396252160835,0.01000308011809521,0.029185840211812808,0.035323318281965575,0.019887296628641554,0.03272427429128102,-0.07837709054006153,-0.03233982981897592,-0.1435645787326954,0.010456347257579468
country,-0.07910453032903678,0.05412970986837008,1.8747197683562704e-05,0.12152655414906391,0.0052603128733205605,-0.008829611934020118,-0.09433684554729045,0.03142985788700961,0.07745657865877992,0.03000618751036975,0.07432923396921577,-0.07323861750994619,-0.0054469743983911155,-0.12099452071991822,-0.012206081675210432
law,-0.1343302872380314,-0.07510282560049843,-0.003348893807231968,0.21292341163705245,0.2731160908354747,0.08255186600651994,0.13678753315175451,-0.061521605981213395,-0.07026202311512239,0.02037157202849529,-0.16661635675519285,-0.07608286476157985,-0.016361106050429675,-0.10342538528864678,-0.018699125061350432
years,-0.01444890516467817,0.1339148818814372,-0.07840248341101214,0.027189505641452217,-0.004080549450640151,0.12159532431080924,-0.04800774888704893,-0.09032141723759197,-0.058957777235170046,0.11779104176334351,0.08156720227082388,-0.04941145883609868,-0.09043401924748051,-0.01730973326229987,-0.030683863135845556
border,-0.15395051282675,-0.01272670566312231,0.03142783762419169,0.016734933777572056,-0.31839452030892296,-0.0006572337767905628,-0.12393636700844506,0.46305739974731364,0.1251659753298044,-0.11030733121047574,-0.07900610431971875,-0.048388271079908715,0.1188544167787258,0.07980227009474554,0.012324212841780896
