word,Economic,Capacity and Resources,Morality,Fairness and Equality,"Legality, Constitutionality, Jurisdiction",Policy Prescription and Evaluation,Crime and Punishment,Security and Defense,Health and Safety,Quality of Life,Cultural Identity,Public Sentiment,Political,External Regulation and Reputation,Other
marriage,0.01863859590553231,0.022506004328199023,0.06099411719287422,0.06038297253083933,-0.14336355676376825,-0.0218421214372909,0.10398610040051375,-1.0945629427198148e-10,-0.12869216848680015,-0.0931970668691978,0.15785703361477985,-0.0034123494905928006,-0.06210019184163475,0.028242631135458576,-1.0945629427198148e-10
gay,0.11485342040022932,0.024027842621266598,0.04400823090434473,-0.05479423692362768,-0.13596438451326825,-0.1556570577228692,0.05497444591039038,-1.0281642270821532e-10,-0.13168755136371438,-0.056610705399537053,0.173658434344419,0.14449531704218704,-0.07846275156561588,0.05715899647142837,-1.0281642270821532e-10
samesex,-0.00344972337631939,0.024683436328636846,-0.017663215713601983,0.042772529386660756,-0.18471506139395444,0.015089822511520176,0.04946444157086422,-1.0028641754075148e-10,0.04682360908017692,-0.040777842133458676,0.12427621325027179,0.048895080437788764,-0.15848027323954506,0.05308098349153326,-1.0028641754075148e-10
said,-0.10923082525580698,0.028202646558026394,-0.04461865700671448,-0.12956907447461896,-0.11461741969075132,-0.14650918458915618,0.10690147859275241,-8.484945481836993e-11,0.13054386273231183,0.0758098431624869,-0.1005633724383438,0.12327697912995765,0.10776312006203123,0.07261060338752441,-8.484945481836993e-11
state,0.01677739416061647,-0.017328236773574063,-0.18925598274620822,-0.004934498895454873,0.20930191814679125,0.056372370570223554,0.0016208106599347337,-7.091918681168145e-11,-0.05226824736088669,0.07730003863805993,-0.10525305180457574,0.002370786059038955,-0.07457626524146112,0.07987296472933424,-7.091918681168145e-11
couples,0.05367964253278277,0.03191954196487574,-0.15348523133067085,0.06432198901679578,0.06621191983743342,0.020601723221617584,0.02294431665333692,-6.970135900315991e-11,0.0076681988369513305,0.04773529756250811,-0.05003967520543967,-0.07785438712192988,-0.13666794141055863,0.10296460558170026,-6.970135900315991e-11
court,-0.08550725969351697,-0.011907170187431189,-0.23252369775220758,0.06225263030906663,0.39954175722673274,-0.12978399733650006,0.08349745739465278,-4.8432084000006206e-11,-0.06265230575970639,0.08621156266670464,0.07187552232765167,-0.15888821010409648,-0.07510991823745682,0.052993629242971504,-4.8432084000006206e-11
would,-0.15043145435221453,0.009725394593077235,-0.01792055584301256,-0.015533292498585904,-0.02348109471888218,0.2947784095730815,-0.022627759348620866,-6.095241662142124e-11,0.034032400827006884,-0.10565256299502314,-0.06950133896303672,-0.0553682451623085,0.15611158424275887,-0.03413148523233539,-6.095241662142124e-11
states,0.041244905871054484,-0.012567498432972037,-0.1286240717367008,0.05496057159613563,0.09063575924854568,0.17556359381557124,-0.10291905328835321,-5.1975375145824165e-11,-0.007444358818330851,-0.0700506101321202,-0.06421706451092668,-0.07012841221696724,-0.08979240557090504,0.18333864427992003,-5.1975375145824165e-11
rights,-0.05642253600142529,0.011177203923439197,-0.210025356328905,0.17401990222718797,0.0007610115953765588,0.08661910261805292,-0.023073685595126223,-5.508996009894665e-11,-0.04045428932140728,-0.029710419201694233,0.04352103410737963,0.007250280793375306,0.010350247297078409,0.025987503996848172,-5.508996009894665e-11
new,0.17861232880549185,-0.01138821044311614,-0.05418723170020899,-0.009819635730668408,-0.1089179087501421,0.04843497643152264,0.08055168515682404,-4.67491158095025e-11,-0.00629757053978672,0.0002818289488014102,0.06097460576001951,0.005155829446177899,-0.18336498949720326,-3.570779421373492e-05,-4.67491158095025e-11
law,-0.0208521193411785,0.012769307959884919,-0.004036311387550716,0.00652035817223561,0.27165591167088454,0.11737677831424131,0.08886155025818235,-4.817122178246134e-11,0.0035509233015476325,-0.061836695028111,-0.295262765658737,-0.0649275735057974,-0.19303742501972468,0.13921806036046566,-4.817122178246134e-11
one,-0.01866390824382792,0.011880022185954265,-0.037757242562522816,-0.06098713010119547,-0.010467850069910809,0.0299523565452724,-0.044805575211742034,-5.1739196986892776e-11,0.03331626561142809,0.07362179486630858,0.13377255512303807,-0.01792380227001922,-0.08509952195533076,-0.006837963813973973,-5.1739196986892776e-11
marriages,-0.019560195289334434,0.014618195788322854,0.05850971783482924,-0.042156853498906036,-0.013098966371701572,-0.02654454755308111,0.07605890402003188,-3.988495944541392e-11,-0.0524044210971913,-0.08301206100396838,-0.008788720067052313,-0.06175415163043388,0.04430103545932199,0.11383206348893307,-3.988495944541392e-11
legal,-0.05671753800847137,0.014437960476921658,-0.11296805614576746,0.03224553633899855,0.35443353809302663,0.045782576224642,-0.07230780709606947,-4.1040335852642764e-11,-0.03394525248066516,-0.030818291091890365,-0.108789439792012,0.029197040607763087,-0.13400175612966528,0.07345148908526987,-4.1040335852642764e-11
supreme,-0.008721455346559891,-0.008426551379324751,-0.14318819080855974,0.012053731508836669,0.19014481448146708,-0.0892963994983844,-0.009165743048868372,-3.4603283352755596e-11,0.0006228534638038229,0.0039117729509857094,0.14586016026090007,0.026251733003887032,-0.13827921558700315,0.018232490068026474,-3.4603283352755596e-11
issue,0.036654922509703015,0.015607751139330252,0.0863833052324809,-0.11542812359408919,-0.007870608452832172,-0.12485625493381361,-0.07621758471703281,-3.664073865696917e-11,0.05025367385375558,-0.09919347263731709,-0.0795333340008179,-0.002652202419768593,0.2233825912490869,0.09346933684459617,-3.664073865696917e-11
ban,-0.06366145880479285,-0.007318996271451961,-0.06583847008716205,0.013655097698709163,0.1370456539268164,0.09343643035199843,0.02778610032532636,-2.993473449413336e-11,-0.05922777397747114,-0.080657575122812,-0.11313461610289673,0.10489506377410737,0.05349549218414548,-0.04047494783464694,-2.993473449413336e-11
