word,Economic,Capacity and Resources,Morality,Fairness and Equality,"Legality, Constitutionality, Jurisdiction",Policy Prescription and Evaluation,Crime and Punishment,Security and Defense,Health and Safety,Quality of Life,Cultural Identity,Public Sentiment,Political,External Regulation and Reputation,Other
fine,-0.10716889,-0.07141404,0.07229091,0.0039232243,0.009656516,0.02894858,0.12091586,-0.072681524,-0.11665713,0.0060512084,0.026321812,-0.10580433,-0.12448385,-0.10343233,0.000398578
medicaid,0.06729186,-0.08139242,-0.075637676,-0.07007861,0.07710134,-0.09685961,-0.11881358,-0.06185456,-0.081090726,-0.027094662,0.083452806,-0.10643253,-0.10946669,-0.114133455,-0.0012709219
theyre,-0.057436965,-0.0919408,0.093756326,-0.12022449,-0.07954972,-0.068974406,0.056435,-0.0707366,0.09119551,-0.049398046,0.042301204,0.043506645,-0.07816207,0.08142798,0.0050597084
san,-0.035067797,-0.07404774,-0.09700137,0.08537736,0.087812215,-0.04173444,0.09786495,0.092048556,0.060324736,-0.022704704,-0.0024087268,-0.13209487,-0.11892197,-0.11345818,0.0039104554
machine,0.0041987514,-0.08360495,0.07860962,-0.111885004,-0.0284587,0.05665619,-0.046266507,-0.06551234,-0.0046511767,0.05498717,-0.11051247,-0.1112461,0.04837154,-0.09551501,0.006291197
cant,-0.011844949,-0.08129859,-0.03967702,0.08345322,-0.0030773256,0.061890986,-0.0354997,-0.06907082,-0.015179716,0.10406541,-0.05441738,-0.013524047,-0.076388545,0.017876241,-0.0026584826
individual,0.007921461,-0.08674592,-0.10183335,0.105101794,0.09461556,0.11470266,-0.1283419,0.08118727,-0.073480554,-0.027681783,-0.11128755,-0.07333546,-0.060174804,-0.115465306,0.002924822
side,-0.034899093,-0.07871607,-0.096549764,0.06079257,0.053094752,-0.047765177,-0.041568696,-0.051677387,0.06762741,0.05556935,-0.041893136,0.08952285,0.024873229,0.07840783,0.0061717387
supreme,-0.078636795,-0.0725557,-0.09082842,-0.1036898,0.1085946,-0.035426337,-0.12753192,-0.049531486,-0.04817499,-0.10014101,-0.09052556,-0.09712455,-0.12120426,-0.0952851,0.00010599748
street,0.0029925853,-0.072948985,-0.11171618,0.021871047,-0.02536222,0.0812854,-0.005775531,-0.06170467,0.064646035,0.02701806,0.088432856,-0.11964675,-0.05558667,0.06633159,0.0058479644
ever,-0.07701525,-0.084060624,0.066030614,0.06922552,-0.0118806455,-0.012922173,-0.0044187456,-0.05432182,0.034325685,0.055542957,0.06647485,-0.043950778,-0.029942458,0.060128085,0.0018596933
went,0.12687624,-0.08118785,-0.08546578,-0.10152371,0.12599058,-0.13724063,-0.022616515,-0.07042757,0.06907649,0.10757714,0.0074893665,0.08739557,-0.11080102,0.020712333,-0.002420231
police,-0.112982914,-0.06842791,-0.07399443,0.039024945,0.0795871,0.010273246,0.10980402,-0.06642949,-0.10616629,-0.123080455,-0.09539796,-0.10868982,-0.00038425394,-0.09445984,0.0027000923
man,-0.107723415,-0.083273984,-0.05368557,-0.107319996,0.11029221,-0.11851433,0.08400178,0.09121928,-0.024684114,0.09334141,0.12628792,0.02971603,-0.022295842,-0.116622426,-0.0024818077
let,-0.035309277,-0.11130687,-0.11231811,-0.04444208,-0.04524014,0.018190127,0.06885559,-0.06840363,0.096766576,0.060098372,0.03286775,-0.009191791,0.062610954,0.030830698,0.0017639298
whose,0.08281585,-0.07573067,0.050068334,0.02942539,0.0533235,-0.13078728,0.09343342,-0.05795481,0.04088912,-0.038110998,0.104645215,-0.108946525,0.058110278,-0.108785406,0.001708603
later,-0.07679182,-0.0790366,-0.010622906,0.05799451,0.030255893,-0.09135503,0.037259117,0.09273341,0.05592642,0.023335848,0.08511477,0.0901703,0.00821201,-0.09704472,0.003534383
getting,-0.027540378,-0.08920064,-0.0276351,-0.10268717,0.043124203,-0.0385838,0.0921939,0.08293788,0.09452782,0.100202546,-0.047199782,0.02789673,-0.10924548,-0.099049084,-0.0005092895
statement,-0.14021538,-0.07928758,0.095624745,-0.09457576,0.051848937,-0.06768099,0.040454492,-0.059694465,-0.033726867,-0.053358786,0.080328986,0.07103151,0.08578846,0.016347231,0.0026409447
reason,0.07141464,-0.06858375,-0.06134234,0.09661445,-0.01333291,0.005932548,0.08270922,-0.060656022,-0.100676924,0.07667244,-0.045017973,-0.01838942,0.004306393,0.016775139,0.0045977724
step,-0.042813405,0.056642357,-0.13714005,-0.110348254,-0.086042844,0.08974088,0.08676618,-0.053264566,0.004565426,-0.019029984,-0.11794319,0.0423932,0.002167427,-0.006429382,-0.0007135702
indoor,-0.10505347,-0.06680824,0.022821922,-0.124954514,0.09744372,0.0816116,-0.044069763,-0.06359281,0.08824057,0.061523728,-0.10585694,-0.049471002,-0.020071091,-0.113417864,-0.0007139951
increased,0.070952944,0.061581057,-0.11989025,0.055707246,-0.09684161,-0.10681851,0.095515065,-0.072696105,0.04636257,0.06353912,0.04232466,-0.035556592,-0.082921304,0.07980648,0.0012564091
joe,0.016820189,-0.075644456,0.032984268,0.0794911,-0.032145657,-0.056372322,0.033822794,-0.05662257,-0.050931275,-0.13959083,0.09508744,-0.12956361,0.07209377,-0.105616294,0.00200357
begin,0.06857736,-0.098191366,0.10039643,-0.09504461,0.022071468,-0.064268954,0.0419763,-0.0654704,0.09642103,0.0036773589,-0.09308996,-0.08552796,0.028914733,0.009827837,-0.0012797815
something,0.0150120305,-0.09969611,0.061480284,0.00084422214,-0.083295204,-0.016608493,-0.021535324,-0.065649025,0.05871578,0.0607411,-0.09326488,0.0897934,-0.014956611,0.080119796,-0.0036374433
kill,-0.05159356,-0.08582513,0.060656335,0.07233039,0.024068937,-0.122919455,-0.094702944,-0.068107545,0.09866763,0.034088317,-0.014198544,-0.13185473,0.09206796,0.08528078,0.005783556
top,0.09646286,-0.08763182,-0.10861048,0.034417648,-0.09590855,-0.09744226,0.03261342,-0.06485166,0.012730574,0.013562582,-0.075735845,-0.13864608,0.07977562,0.11950182,-0.0020421378
try,-0.049709808,-0.085409656,-0.10695018,-0.124351904,-0.10607737,-0.025226928,0.046084687,-0.062846236,-0.051932804,0.11414501,-0.08597937,0.08973026,0.104738034,0.02200061,0.0031843882
mean,0.064839415,-0.0873042,0.08051608,-0.11857052,0.074469306,-0.027479196,0.061306227,0.07957205,0.0051871235,-0.017861973,-0.03507772,-0.14658271,-0.054052886,0.047844365,0.0015664028
black,0.00019529327,-0.07724659,-0.03357728,0.097345,-0.071307145,-0.09419947,0.10951595,-0.059462197,0.01877515,-0.12839586,0.11048314,-0.10661194,0.006722351,-0.108875416,-0.0042528277
rep,-0.077695034,0.060458176,-0.03194802,-0.103850774,-0.10575011,0.090750515,0.016361933,-0.063036926,-0.05480328,-0.10533225,0.00959217,0.004149395,0.09202656,-0.008742577,-0.004790633
casino,0.08174399,0.08031609,0.033246223,-0.10108513,0.00030218312,-0.09763144,-0.11050802,-0.05632363,0.06674626,0.10999474,-0.111649826,-0.06623276,0.014959644,0.07957067,-0.005583173
political,0.085822985,-0.07871376,-0.029484235,0.042748064,0.026709087,-0.12415329,-0.101468645,-0.048717834,-0.10250215,-0.107167006,-0.07182137,0.081289075,0.11294318,0.041296627,-0.001310243
continue,-0.11463477,-0.084543645,0.024543673,0.018902607,-0.016637864,-0.1278176,-0.10815005,-0.060400974,0.12682013,-0.017442156,0.04105513,0.082045406,0.13050815,0.056840196,-0.0011958625
current,0.11514229,-0.07740443,0.04987715,0.032180622,-0.0968144,0.099760704,-0.055131335,-0.059441928,0.06295981,-0.101121314,-0.040049404,-0.04317689,-0.092303365,-0.11168187,-0.0041839485
surgeon,-0.024078183,-0.06771988,0.055253208,0.042589184,-0.104937896,-0.045729965,-0.10475387,-0.06287392,0.08694052,-0.0104645835,-0.05469013,0.07305944,-0.1344872,0.04669976,-0.0019293915
person,-0.08090423,-0.09153416,-0.10865531,0.0911134,-0.046825133,0.0026550714,0.0758039,-0.06564811,0.06465701,-0.13393189,0.073991716,0.057912175,-0.08323091,0.088734455,0.0049326685
started,-0.015853409,-0.07430373,0.049639847,-0.1066258,-0.087138094,-0.11933763,0.08102393,-0.07177024,0.12630637,0.08199437,0.03504669,0.034327175,-0.008737286,-0.10464022,0.00053242635
finding,-0.09990539,-0.07444228,0.011849537,-0.11426206,0.078481115,-0.11525985,0.09882739,-0.0747957,0.079147324,-0.066256754,-0.038047753,0.082163736,-0.09620007,-0.11938017,-0.004556958
best,0.014372541,-0.092650756,0.098327726,-0.102942325,-0.04197611,0.098964855,-0.11607697,-0.063107416,0.10327374,-0.036429062,-0.016357416,-0.12853363,0.06478315,-0.1271317,-0.0010909593
nonsmoking,-0.056286868,-0.07101388,-0.110642225,-0.13081098,-0.011255378,0.073330946,-0.026978044,-0.0694318,0.05977267,-0.045441367,0.050801136,-0.087919176,-0.07448642,0.032245412,-0.0046608862
protect,0.00086665124,-0.08613783,0.0984837,-0.007549603,-0.14240497,0.058410935,-0.09845995,-0.065307155,0.048186425,-0.124180704,-0.06832392,-0.07795151,0.10238878,0.07787428,-0.005875072
die,-0.1010033,0.075914405,-0.0039610355,0.049363196,-0.08610505,0.10558246,0.095812,-0.056115367,0.09592702,-0.14192666,-0.089402884,0.072848246,-0.069622435,0.064041756,-0.0054325736
died,-0.07156008,-0.07398044,0.07617867,-0.102707155,0.05471321,-0.08123468,-0.11311295,-0.06881806,0.05167443,0.11199845,0.1319641,-0.06910429,-0.051944386,-0.11669742,-0.0057581244
journal,0.10292692,-0.08042597,-0.073232,-0.10159374,-0.105402976,-0.09234709,-0.02063589,-0.07732234,0.081119426,-0.093047485,-0.05850683,-0.11990436,-0.083380476,-0.029776536,0.0026250216
better,0.03415364,-0.08669842,0.08443398,0.009247789,-0.05932068,-0.011767463,0.04098339,-0.061098084,0.10900802,-0.05220455,0.07587233,-0.071895085,-0.15142734,-0.11899136,-0.0017466184
act,-0.074656226,-0.071136,0.10134227,-0.11369076,0.08715143,0.10591879,0.070334405,-0.060265917,0.013213027,-0.08721273,-0.041160308,-0.064330615,-0.066990435,-0.104903415,0.0029827077
fight,0.03220536,-0.073316336,-0.029861966,-0.10019141,0.0038519958,-0.106674604,-0.09879326,-0.05410041,0.12408011,-0.07697615,-0.049010105,-0.112083375,0.09228131,0.0041394816,0.0011208535
voted,-0.08859872,-0.07461926,-0.09525101,-0.09878596,-0.099535674,-0.028191453,-0.11453815,-0.04708963,-0.06089481,-0.04458312,-0.05252362,0.09997465,0.10844226,-0.09960003,0.0020325873
seeking,-0.12837034,-0.08398672,0.026014844,0.06385681,0.10195893,-0.06403947,-0.104255535,-0.053526048,-0.09037327,0.04691276,0.009730963,-0.055429984,-0.027916603,0.09566087,0.0018047732
estimated,-0.012271096,0.06697566,-0.05442374,-0.1090628,0.06474079,-0.038282853,0.13144362,-0.06338251,0.042429015,-0.049239367,0.032380898,-0.08029818,-0.021801969,-0.13078944,0.0020092085
message,-0.1089354,-0.073083065,0.11477539,0.08263471,-0.08368432,-0.078878,0.0149978325,-0.05829267,-0.075382024,0.06377091,0.10532905,0.018874887,-0.036613617,-0.11967501,-0.0025949979
letter,0.0792141,-0.09793005,-0.13679513,-0.11795016,-0.09101874,0.02082634,0.05256857,-0.062459502,0.013758716,0.047348823,-0.0067783576,0.08486726,-0.0036469141,-0.10217371,0.0032606823
average,0.08495757,-0.11799749,0.017499164,-0.12609476,-0.068773925,-0.029502034,0.0111233415,-0.06623701,0.09207571,0.045598008,-0.12797365,-0.07838437,-0.109545395,-0.10697423,0.0050482913
force,-0.09586628,-0.081935726,0.03731389,-0.12257885,0.114513434,-0.012958995,-0.09204473,-0.055477686,-0.08889535,-0.09423218,-0.11670922,0.08534218,0.10436954,0.068481594,-0.0014910081
limit,-0.008855015,-0.084054224,-0.049574874,0.012768773,0.0028518897,-0.009247778,-0.11624183,-0.062047217,0.058453664,-0.08624169,-0.08688107,-0.075626776,0.11059803,0.101268254,-0.0063900766
able,0.081215054,-0.08623857,-0.098888636,-0.11928953,0.062401682,-0.10886655,0.078096874,-0.06618709,0.032738574,0.103659295,-0.102109805,-0.055191457,0.009185559,0.032595534,0.005472521
payment,0.06560221,-0.11047184,-0.058206134,-0.07117381,-0.044220407,-0.07409178,-0.113693245,-0.057446152,-0.097387955,-0.019936718,-0.020121189,-0.10269638,-0.021725448,-0.12476873,-0.00442336
order,-0.12066789,-0.08753177,0.079843275,-0.11444239,0.07298369,0.007743489,0.08762089,-0.056668382,-0.08280835,0.10092009,0.039673805,0.05191908,0.029197518,0.061193757,0.0060789343
bad,-0.09045051,-0.078085534,-0.087671764,0.06621218,-0.020366652,-0.11859645,0.051247466,-0.07799157,0.09561677,0.08025166,0.086938165,0.10741212,-0.06268265,-0.114876054,-0.006186076
concern,0.06575778,-0.07994727,-0.13406383,0.09235789,-0.039459944,-0.030494103,-0.008636346,-0.056536745,0.12519771,0.063457265,-0.013587762,-0.12240749,0.007930331,-0.11565833,0.0014284655
car,-0.08411817,-0.06659705,-0.13780451,0.076168336,-0.044280484,0.060928896,-0.018096428,-0.06707403,0.01364759,0.06865111,0.04679495,-0.088681094,0.06828336,0.017110119,0.0006082987
march,0.04253968,-0.08405531,-0.10657007,0.06267222,0.09411769,-0.016685283,-0.08264467,-0.07584606,-0.025105536,0.0771246,0.11479472,-0.0055215815,-0.12333877,0.029373078,0.0014254915
old,-0.08094427,-0.07192237,-0.0013743615,-0.10590997,-0.027685711,-0.052874316,-0.010670609,0.083338216,-0.10158605,-0.011300436,0.1183776,-0.12978105,-0.095391914,-0.09114554,0.0032695003
given,-0.026461184,-0.0759542,-0.14465618,-0.115213685,0.114428654,0.020711184,0.00081384473,-0.06261416,0.09163172,0.039527006,-0.06662826,0.1139492,-0.11064052,-0.10868112,-0.0032486853
liggett,-0.12301391,-0.08263034,-0.10925571,-0.07203611,0.080392405,-0.07720279,-0.118067384,-0.043007087,-0.081711024,-0.08724472,0.103151836,-0.07319261,-0.10316594,-0.10828663,0.005754186
taking,-0.077617995,-0.07831731,-0.11916376,-0.12553625,0.07786866,0.08257346,0.08226868,-0.06205062,-0.10081333,0.09518959,-0.06406175,0.09448384,0.11539108,0.009763762,0.0052842074
michael,-0.06806458,-0.074295394,-0.04102036,-0.10075614,0.07193683,0.0072867125,0.07967184,-0.062300876,-0.034136083,-0.08781179,0.08496447,-0.013354818,0.0811766,-0.105549626,0.0011581061
name,0.10378879,-0.087978624,0.053838138,-0.11862039,0.0783003,-0.11451072,-0.029398201,-0.057228,-0.09768796,-0.0043299743,0.037937276,-0.08250534,-0.036781743,-0.11601135,-0.0011873182
chairman,0.079966605,-0.08291132,-0.049848948,-0.083263606,-0.12565832,0.120754085,0.052437175,-0.06392122,0.019986633,-0.088723354,-0.05602332,-0.08034445,0.059838366,-0.114539735,-0.0018477698
although,0.10531653,-0.083103366,0.07381204,0.025716022,-0.08924916,-0.11863234,-0.11237028,-0.06683366,0.020044176,0.027970053,0.08128768,0.11406022,0.016845638,-0.10225807,0.0007947399
clear,0.07084642,-0.078215055,0.07746994,-0.12599015,-0.074347384,-0.10005208,0.051228322,-0.055728994,0.11894563,-0.024229959,-0.07188499,0.03938668,0.08545484,0.093711056,-0.00027786876
lower,0.056131992,-0.09877276,-0.07798411,0.06964641,0.059859533,-0.038553312,-0.08023784,-0.06942931,-0.012110607,-0.09390358,0.073112726,-0.07904648,-0.04999227,0.043387573,3.0399737e-05
alcohol,-0.0062615466,-0.06693729,-0.09662149,0.088486895,-0.100121446,0.0056009577,0.0316515,-0.05543523,0.060712043,-0.0569014,0.05150391,-0.02296076,-0.041841846,-0.09022798,0.0059116944
debate,-0.04733868,0.07143926,-0.057751164,-0.122048385,-0.034810416,-0.06010941,-0.08694358,-0.05299451,0.02494788,-0.13074857,0.02579103,0.0674649,0.09874603,0.005372311,-0.0048899394
information,-0.051295787,-0.07356866,0.07542271,0.06535494,0.10360424,-0.0767142,0.08476938,-0.059682254,0.060246836,0.078685045,-0.13244545,-0.0796665,-0.09572194,-0.10014771,-0.0026379072
spend,0.13046138,-0.08732007,-0.1352434,-0.10143832,-0.115698695,-0.0073996307,-0.07460039,-0.058755126,-0.0822654,-0.073294155,0.05586992,-0.10270358,-0.10536199,-0.121199556,-0.0021769397
hour,0.041744653,-0.07504586,0.050294895,-0.104800746,-0.12671323,0.016176729,0.09549317,0.08569307,0.101222135,0.08453176,-0.13634448,0.08197326,0.0020579887,0.037601035,0.0048784357
idea,0.005283568,0.07686402,-0.06574677,0.039739083,-0.08715683,0.07563946,-0.090399355,-0.06670206,-0.07379172,0.07624517,0.06808317,0.000789116,0.04443662,-0.10781087,0.00014552362
hope,0.04720119,-0.08520925,-0.13931732,-0.104223594,-0.11091863,0.02771672,0.025091479,-0.06097617,0.099537306,-0.11872182,-0.05892381,0.07854276,0.11173151,0.016094916,0.004312671
wont,-0.052580807,-0.08392987,-0.09135447,0.019471774,0.06362722,0.102696635,0.10306863,-0.07189252,-0.07849082,-0.00898089,0.03748889,0.093012385,-0.026725251,-0.112872496,0.005425013
july,0.059864823,-0.07664574,-0.11736916,0.1026732,0.03749404,-0.0057275677,0.026530828,-0.06210723,-0.023628842,0.0961368,-0.08999473,0.011457481,0.0034293022,-0.10504961,-0.0009038488
benefit,0.037109066,-0.10157406,-0.11361571,-0.002612892,-0.10774572,0.08807158,-0.08983893,-0.06729921,0.0070203454,0.124375574,-0.051602807,-0.10059883,0.01692542,0.04314314,0.004587233
patient,-0.025431305,-0.07065332,-0.10229765,-0.103514805,-0.0076721488,-0.06963459,-0.09797022,-0.07577926,0.08439826,-0.122015096,-0.039857864,-0.028326169,-0.07699555,-0.10508917,0.0013292853
known,-0.022887424,-0.08209841,0.10653073,0.023652256,0.06564564,-0.08706913,-0.119933516,-0.06987258,0.0818166,-0.10615456,-0.06601195,-0.09389764,0.008859522,0.09220755,0.00038716142
there,0.023068309,-0.09968227,0.014169541,0.020566395,-0.059239145,0.037021633,-0.0009427533,-0.06645045,0.13093457,-0.11632059,0.08082173,-0.13553356,0.025711471,0.054441802,-0.0033242044
usa,0.045567416,-0.060285203,0.025523383,-0.11529482,-0.032015223,0.11143396,-0.11368346,-0.06160351,-0.05226505,-0.06758721,0.013298144,-0.11678941,-0.04641008,-0.1238482,-0.006058957
david,0.0111251725,-0.08577186,0.08921149,-0.09705389,0.028051026,0.12939845,-0.10734253,-0.060989622,0.07081427,-0.107988216,-0.020782167,0.047205012,-0.025941156,0.03727002,0.004793933
paid,0.114016436,-0.09520792,-0.09471907,0.028394107,-0.08517406,-0.10719191,-0.015813725,-0.062081873,0.004633555,0.07630464,-0.023071276,0.032309346,-0.00026649213,0.0063363104,0.0008347276
added,0.044220164,-0.080197826,-0.08685238,-0.10305569,-0.035267256,-0.065383986,-0.049879614,-0.06868376,0.07964032,-0.018302118,0.030300718,0.043763474,0.06138925,0.030355213,-0.0050069154
anyone,-0.1083807,0.0782206,0.11808933,0.10572998,-0.0341743,0.014161791,0.095830195,-0.07039922,-0.040404458,0.09548387,-0.13088974,0.08714762,0.083590075,-0.111137375,0.004983295
america,-0.078930154,-0.09813693,0.083691016,-0.12286757,-0.09357638,0.097880825,-0.12219158,-0.056317523,-0.11565698,-0.10004701,0.115812756,0.029439697,0.10387912,0.11007212,0.0035527821
banning,-0.070024684,0.07068659,-0.00952955,-0.0145536205,-0.061858255,0.1070634,-0.03862904,-0.06789154,-0.0740602,-0.13630442,-0.10407526,0.08283059,-0.01705449,0.0128417825,-0.0026517904
spending,0.099623896,-0.07631074,-0.04447274,0.04907187,-0.053056058,-0.06077797,-0.065250516,-0.05445767,-0.10081932,-0.07504816,-0.118311025,0.05090673,0.05770963,0.084743544,-0.0032983273
governor,-0.053372696,-0.08126102,-0.09806254,-0.07894682,-0.04436386,-0.08607275,-0.09842605,-0.052222107,-0.024598937,-0.07674976,-0.091539785,0.06595547,0.12159889,-0.10005361,-0.0012985885
especially,0.10812821,-0.06731216,0.022084393,0.07156798,-0.090418704,-0.04254224,-0.061893526,-0.05708336,0.048667192,0.10485845,0.057411503,-0.09124027,-0.0064249393,-0.14385334,-0.0029638615
kind,0.07079679,-0.07873912,-0.013870087,-0.098598175,0.020804044,-0.08012438,-0.10344158,-0.05579177,0.0106558995,0.023440959,0.042289626,0.087891355,0.017468808,-0.104432635,0.002456488
received,0.01877273,-0.07447118,0.09327464,-0.08484763,-0.011412799,0.05873773,-0.14157362,-0.054306228,0.10920681,0.03812454,-0.13846834,0.068540744,0.011377406,0.05220984,0.0034547653
expert,-0.0044631674,-0.06893544,-0.13378352,-0.11177682,0.0702473,0.033377722,-0.08089374,-0.06068003,0.03999595,0.09709752,-0.026856955,0.02823852,-0.09856747,0.07141125,-0.0040840213
working,-0.010203806,0.0792013,-0.028949065,0.06852576,-0.11266688,-0.0412294,0.08076358,-0.07052369,0.049580574,0.086833216,-0.0009598765,-0.06431292,-0.04139523,-0.108920924,0.0061151274
class,-0.0742687,-0.07621636,0.042677537,0.033284735,0.06726617,0.05443536,-0.10465813,-0.07013158,-0.041410062,0.048661813,-0.02927297,0.060561307,-0.10102839,-0.10037291,-0.00079670554
great,0.09744398,-0.07085395,-0.017110793,0.0058854516,-0.08872537,-0.13803378,-0.060404424,-0.063828975,0.014846145,0.10866348,-0.018847128,0.10071244,-0.030921359,-0.10968884,-0.0028906572
r,0.010153996,-0.08526375,-0.03271852,-0.095374964,-0.08117754,-0.115620084,-0.08529298,-0.053978324,0.051342007,0.06584506,-0.105642736,0.008292559,0.123311125,-0.116195865,0.0028306623
resident,-0.12020993,-0.0638136,-0.093134426,-0.09912271,-0.0965337,-0.005708752,-0.12535709,-0.059432626,0.09542593,0.06523087,0.07570967,0.11436692,0.04567461,0.050178632,0.0062074102
late,-0.04838876,-0.086080894,0.09873059,-0.108667634,0.1051378,-0.07802033,-0.05883294,-0.064254366,0.113708265,-0.14103462,0.011944031,0.06728774,-0.032139953,0.021008039,0.00060623063
leaf,0.095841736,0.078365184,-0.031546578,-0.08421817,-0.11619116,-0.06260979,-0.1288457,-0.07257268,-0.027198039,-0.10770495,0.05071579,-0.010748952,-0.09535159,0.068460785,-0.0032613685
award,0.0473743,-0.08009647,-0.0061232564,-0.09073735,0.048772223,-0.058661498,-0.06257032,-0.049652208,0.013645922,-0.07195696,0.05291298,-0.07728135,-0.06920867,-0.08623909,0.004938869
commissioner,-0.057985477,0.071558036,0.09557015,-0.113261946,-0.051476255,0.084035225,-0.10564661,-0.06336281,-0.11853093,0.10062827,0.00018060408,-0.015096207,-0.058193695,-0.09746133,0.0018174988
fee,0.08969199,-0.07997229,-0.115947306,0.07584529,-0.05133442,-0.0105295535,-0.09519399,-0.057084396,-0.08719731,0.02642742,0.078783736,0.023950927,0.019110428,-0.012645984,0.006016586
reached,-0.070586294,-0.11031176,-0.0057333503,-0.07939943,0.035212938,-0.01078391,0.0554417,-0.054265182,-0.10914986,0.059794057,0.09539435,-0.043815292,0.092807025,0.011575388,-0.0031718828
pas,0.07722543,-0.090665676,-0.11996181,-0.12460887,-0.102878824,-0.09346286,-0.002767356,-0.04900391,-0.074585445,0.07655311,-0.09289882,0.07581236,0.104390346,0.0743263,2.5554933e-05
provide,0.04731451,0.066194795,-0.13384165,0.12488272,0.054513056,0.12164582,-0.031196777,-0.053953853,-0.096030876,0.09535482,-0.12693258,-0.11481827,-0.04519698,0.013730759,0.004343698
often,0.026884785,0.066843815,-0.13926248,-0.102718696,0.033778172,-0.09723559,0.08837976,-0.075683385,0.0269792,0.09201449,0.04078514,-0.1350809,-0.083874255,-0.10783595,0.006049204
june,0.108470626,-0.071250774,0.044709213,-0.10186916,-0.08586176,0.10607249,0.068177044,-0.06308253,-0.026367318,-0.08699453,0.010642148,-0.1440932,-0.08363366,-0.05042133,-0.0050410866
tried,-0.043180108,-0.075342946,-0.041348066,0.026695527,0.053864576,-0.018199818,0.05502041,-0.06463568,-0.11416587,0.064372614,0.11285993,0.036867756,-0.06572771,-0.10918431,-0.006425372
commission,0.045963716,-0.07416851,-0.09304459,-0.10572685,-0.09817493,0.11939687,0.05936721,-0.06453582,0.026726684,-0.09588325,-0.11028685,0.008471063,0.04034547,-0.1177651,-0.004338597
lost,-0.001577653,-0.08172973,0.03758995,-0.11122627,0.020379545,-0.1253564,-0.06021145,-0.063520946,0.08055915,0.03003948,-0.007938786,0.026667567,0.114545226,0.098758675,-0.0054250318
aimed,-0.06737159,-0.081278674,-0.053063817,0.045059584,0.055406887,0.09535468,-0.029186774,-0.060226027,-0.040159643,-0.073265314,0.099919416,-0.017479327,0.050041184,0.07615472,-0.005061368
college,-0.13448259,-0.07012825,0.027473643,0.09438246,-0.006852322,0.014447912,0.080209136,-0.06844877,-0.089397095,0.07349232,0.090515934,0.058056496,-0.09690096,-0.100413814,-0.00013577144
run,0.09110444,0.06382494,-0.077918395,0.031223997,0.05844417,-0.11475012,0.079322994,-0.049529556,-0.010952911,0.022415785,-0.060132705,0.017397715,0.09189629,-0.10974756,-0.00086668984
verdict,-0.011441113,-0.075659856,0.052907024,0.058927845,0.09305694,-0.06878787,-0.10560886,-0.049267724,-0.016805971,-0.10795647,-0.10626113,-0.072483115,-0.067406744,-0.09052092,-0.0011701435
democrat,0.0019336337,-0.08820205,-0.12367147,-0.08278038,-0.11163965,0.068194605,-0.10811915,-0.048310105,-0.10126159,-0.105074026,-0.102700084,-0.03486202,0.10774936,-0.10218105,0.0060339263
billboard,0.029199444,-0.076368034,-0.1689551,-0.09730793,-0.017835218,0.0831576,-0.10348379,-0.05633402,-0.04413383,-0.06687532,0.071180366,0.037535,-0.06387123,0.0440989,0.0028306001
nothing,-0.069318995,-0.08837834,0.042015668,0.05403847,0.11026936,-0.08736907,0.007965171,-0.05808682,0.03561564,0.002116835,0.07062898,0.047486883,-0.07965962,0.07691809,-0.004042326
growing,0.008852808,0.08169765,-0.1420383,-0.09939073,-0.07009673,-0.01725356,0.09856262,-0.06121535,0.08968881,0.09210025,-0.049924057,0.060751464,-0.13346292,0.0447838,-0.0019033825
manager,-0.036307484,-0.07860596,-0.1030633,0.08124962,-0.08431703,0.10785163,-0.034317885,-0.0577672,-0.061869815,-0.11273475,0.0962286,0.08124349,-0.10709387,-0.10259904,0.0017393124
rjr,0.07240013,-0.07668506,0.016908463,-0.073592834,-0.1049299,-0.11355483,0.07660015,-0.059301224,-0.029394038,0.05069554,-0.11954688,0.086714074,-0.07414532,-0.00573678,-0.0062597813
effective,0.07211538,0.06728034,0.024137529,0.03932039,-0.06922579,0.120098434,-0.12539348,-0.06251798,0.016991546,0.0014930525,-0.11006769,-0.132679,-0.0972937,0.05507461,0.00018558808
doctor,-0.0044366173,-0.07718609,0.017970094,0.029926224,-0.08545999,-0.022711249,-0.07887379,-0.06559897,0.09230395,0.06740275,-0.08503669,-0.085767925,-0.115673624,-0.031968173,0.005375362
decline,0.08272475,-0.0789497,-0.03920986,-0.10062807,-0.05166293,0.04928604,-0.116009474,-0.07183899,-0.084359296,-0.02237727,0.09575057,-0.11544605,-0.096412934,-0.12219498,0.0026164108
decided,0.04336782,-0.08807911,-0.10391513,0.07802688,0.011119208,0.06824505,-0.12537307,-0.06081266,-0.08392876,0.06595572,-0.048067704,0.014939292,0.1112872,-0.114652194,0.0013591902
attempt,0.022639655,-0.086799644,-0.10032972,-0.108519726,-0.11997788,0.12972787,0.03749837,-0.06592055,-0.13076752,0.098160215,0.08621407,0.029357044,-0.010225879,0.0667768,-0.00590192
litigation,-0.0006606221,0.07121616,-0.08743247,-0.08121909,0.08683817,-0.05739067,-0.11548921,-0.052123044,-0.008960282,-0.09837005,0.046336774,-0.09651966,-0.10452333,-0.113757394,-0.00034186544
atlanta,0.06421132,-0.08509723,-0.11342172,0.06870493,-0.043925874,0.06946399,-0.014809916,-0.06710684,-0.054740556,0.03402776,0.021919118,-0.13020231,0.02139861,-0.1086376,0.0044424394
